,State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
939,bihar,rabi,maize,80,40,20,5.44,87.2,23.106,9880,17843,1.80597166
940,bihar,rabi,rapeseed,50,40,20,4.88,87.2,23.106,4106,3884,0.945932781
941,bihar,rabi,sunflower,50,60,30,5.6,87.2,23.106,10,13,1.3
942,bihar,rabi,wheat,60,30,30,6.8,87.2,23.106,77880,150376,1.930868002
943,bihar,summer,maize,80,40,20,5.56,98.98,34.92333333,8531,13645,1.59946079
944,bihar,summer,rice,80,40,40,5.68,98.98,34.92333333,1584,2438,1.539141414
945,bihar,whole year,banana,100,75,50,6.68,1026.64,29.18636364,744,25653,34.47983871
946,bihar,whole year,coriander,10,20,20,6.5,1026.64,29.18636364,112,47,0.419642857
947,bihar,whole year,garlic,50,10,60,5.6,1026.64,29.18636364,146,223,1.52739726
948,bihar,whole year,onion,120,60,65,6,1026.64,29.18636364,280,1932,6.9
949,bihar,whole year,potato,180,60,90,4.98,1026.64,29.18636364,4541,44955,9.899801806
950,bihar,whole year,ragi,50,40,20,5.6,1026.64,29.18636364,1463,1375,0.939849624
951,bihar,whole year,sweetpotato,90,20,120,4.82,1026.64,29.18636364,464,6119,13.1875
952,bihar,whole year,turmeric,25,60,100,5.06,1026.64,29.18636364,158,172,1.088607595
953,bihar,rabi,rice,80,40,40,5.5,87.2,23.106,103795,137271,1.322520353
954,bihar,kharif,maize,80,40,20,5.66,840.46,33.58333333,1793,172,0.095928611
955,bihar,kharif,sesamum,30,15,30,6.32,840.46,33.58333333,12,7,0.583333333
956,bihar,rabi,barley,70,40,45,5.68,87.2,23.106,283,352,1.243816254
957,bihar,rabi,maize,80,40,20,5.56,87.2,23.106,1077,1681,1.560817084
958,bihar,rabi,rapeseed,50,40,20,4.86,87.2,23.106,1954,1512,0.773797339
959,bihar,rabi,sunflower,50,60,30,5.42,87.2,23.106,161,121,0.751552795
960,bihar,rabi,wheat,60,30,30,6.12,87.2,23.106,81934,160425,1.957978373
961,bihar,summer,maize,80,40,20,5.34,98.98,34.92333333,1812,4052,2.236203091
962,bihar,summer,rice,80,40,40,5.46,98.98,34.92333333,83,167,2.012048193
963,bihar,whole year,coriander,10,20,20,6.64,1026.64,29.18636364,347,180,0.518731988
964,bihar,whole year,onion,120,60,65,5.86,1026.64,29.18636364,909,7181,7.899889989
965,bihar,whole year,potato,180,60,90,4.82,1026.64,29.18636364,3955,40895,10.34007585
966,bihar,whole year,ragi,50,40,20,5.44,1026.64,29.18636364,66,58,0.878787879
967,bihar,rabi,rice,80,40,40,5.5,87.2,23.106,107219,118067,1.101176098
968,bihar,kharif,rice,80,40,40,5.6,840.46,33.58333333,2,2,1
969,bihar,kharif,maize,80,40,20,5.58,840.46,33.58333333,908,1133,1.247797357
970,bihar,kharif,sesamum,30,15,30,6.36,840.46,33.58333333,121,73,0.603305785
971,bihar,rabi,barley,70,40,45,5.34,87.2,23.106,587,611,1.04088586
972,bihar,rabi,maize,80,40,20,5.36,87.2,23.106,74,222,3
973,bihar,rabi,rapeseed,50,40,20,5.02,87.2,23.106,578,271,0.468858131
974,bihar,rabi,sunflower,50,60,30,5.6,87.2,23.106,33,31,0.939393939
975,bihar,rabi,wheat,60,30,30,6.9,87.2,23.106,48271,100425,2.080441673
976,bihar,summer,maize,80,40,20,5.36,98.98,34.92333333,159,344,2.163522013
977,bihar,summer,rice,80,40,40,5.62,98.98,34.92333333,145,260,1.793103448
978,bihar,whole year,coriander,10,20,20,6.62,1026.64,29.18636364,3,1,0.333333333
979,bihar,whole year,onion,120,60,65,5.86,1026.64,29.18636364,298,2277,7.640939597
980,bihar,whole year,potato,180,60,90,5.18,1026.64,29.18636364,1658,15098,9.10615199
981,bihar,whole year,ragi,50,40,20,5.48,1026.64,29.18636364,448,393,0.877232143
982,bihar,whole year,sweetpotato,90,20,120,5.08,1026.64,29.18636364,5,66,13.2
983,bihar,rabi,rice,80,40,40,5.6,87.2,23.106,84042,126323,1.503093691
984,bihar,kharif,rice,80,40,40,5.48,840.46,33.58333333,80375,147314,1.832833593
985,bihar,kharif,jute,80,40,40,5.62,840.46,33.58333333,53,477,9
986,bihar,kharif,maize,80,40,20,5.52,840.46,33.58333333,4345,6667,1.534407365
987,bihar,kharif,sesamum,30,15,30,6.62,840.46,33.58333333,92,55,0.597826087
988,bihar,rabi,barley,70,40,45,5.34,87.2,23.106,953,1397,1.465897167
989,bihar,rabi,maize,80,40,20,5.32,87.2,23.106,5494,13499,2.457044048
990,bihar,rabi,rapeseed,50,40,20,4.98,87.2,23.106,11230,10118,0.900979519
991,bihar,rabi,sunflower,50,60,30,5.44,87.2,23.106,14,18,1.285714286
992,bihar,rabi,wheat,60,30,30,6.5,87.2,23.106,84056,197197,2.34601932
993,bihar,summer,maize,80,40,20,5.34,98.98,34.92333333,4608,9094,1.973524306
994,bihar,summer,rice,80,40,40,5.54,98.98,34.92333333,10460,16108,1.539961759
995,bihar,whole year,banana,100,75,50,6.64,1026.64,29.18636364,314,1416,4.50955414
996,bihar,whole year,coriander,10,20,20,6.32,1026.64,29.18636364,172,72,0.418604651
997,bihar,whole year,garlic,50,10,60,5.5,1026.64,29.18636364,257,392,1.525291829
998,bihar,whole year,onion,120,60,65,6.08,1026.64,29.18636364,665,5101,7.670676692
999,bihar,whole year,potato,180,60,90,5,1026.64,29.18636364,5262,38383,7.294374762
1000,bihar,whole year,ragi,50,40,20,5.4,1026.64,29.18636364,69,65,0.942028986
1001,bihar,whole year,turmeric,25,60,100,5.06,1026.64,29.18636364,75,82,1.093333333
1002,bihar,rabi,rice,80,40,40,5.62,87.2,23.106,121516,224254,1.845468909
1003,bihar,kharif,rice,80,40,40,5.52,840.46,33.58333333,1179,1594,1.351993215
1004,bihar,kharif,maize,80,40,20,5.48,840.46,33.58333333,5545,2878,0.51902615
1005,bihar,rabi,barley,70,40,45,5.5,87.2,23.106,963,1197,1.242990654
1006,bihar,rabi,maize,80,40,20,5.52,87.2,23.106,855,1335,1.561403509
1007,bihar,rabi,rapeseed,50,40,20,5,87.2,23.106,1530,1506,0.984313725
1008,bihar,rabi,sunflower,50,60,30,5.58,87.2,23.106,92,69,0.75
1009,bihar,rabi,wheat,60,30,30,7,87.2,23.106,60566,168132,2.776012945
1010,bihar,summer,maize,80,40,20,5.32,98.98,34.92333333,1835,3756,2.046866485
1011,bihar,summer,rice,80,40,40,5.44,98.98,34.92333333,146,286,1.95890411
1012,bihar,whole year,coriander,10,20,20,6.4,1026.64,29.18636364,92,42,0.456521739
1013,bihar,whole year,garlic,50,10,60,5.56,1026.64,29.18636364,5,7,1.4
1014,bihar,whole year,onion,120,60,65,5.82,1026.64,29.18636364,575,4543,7.900869565
1015,bihar,whole year,potato,180,60,90,5.14,1026.64,29.18636364,4799,52436,10.92644301
1016,bihar,whole year,ragi,50,40,20,5.48,1026.64,29.18636364,69,61,0.884057971
1017,bihar,whole year,sweetpotato,90,20,120,5.06,1026.64,29.18636364,30,396,13.2
1018,bihar,rabi,rice,80,40,40,5.58,87.2,23.106,95558,182653,1.911435987
1019,bihar,kharif,rice,80,40,40,5.56,840.46,33.58333333,65949,83328,1.263521812
1020,bihar,kharif,jowar,80,40,40,5.4,840.46,33.58333333,22,19,0.863636364
1021,bihar,kharif,jute,80,40,40,5.54,840.46,33.58333333,393,3537,9
1022,bihar,kharif,maize,80,40,20,5.58,840.46,33.58333333,10864,25143,2.314340943
1023,bihar,kharif,sesamum,30,15,30,6.5,840.46,33.58333333,770,464,0.602597403
1024,bihar,rabi,barley,70,40,45,5.38,87.2,23.106,2218,3254,1.467087466
1025,bihar,rabi,maize,80,40,20,5.58,87.2,23.106,6414,24450,3.811973807
1026,bihar,rabi,rapeseed,50,40,20,4.88,87.2,23.106,2628,3824,1.455098935
1027,bihar,rabi,sunflower,50,60,30,5.46,87.2,23.106,106,138,1.301886792
1028,bihar,rabi,wheat,60,30,30,6.7,87.2,23.106,95178,217655,2.286820484
1029,bihar,summer,maize,80,40,20,5.5,98.98,34.92333333,5905,12084,2.046401355
1030,bihar,summer,rice,80,40,40,5.58,98.98,34.92333333,1322,1944,1.470499244
1031,bihar,whole year,banana,100,75,50,6.48,1026.64,29.18636364,506,13500,26.6798419
1032,bihar,whole year,coriander,10,20,20,6.36,1026.64,29.18636364,225,95,0.422222222
1033,bihar,whole year,garlic,50,10,60,5.38,1026.64,29.18636364,364,556,1.527472527
1034,bihar,whole year,onion,120,60,65,5.98,1026.64,29.18636364,525,2846,5.420952381
1035,bihar,whole year,potato,180,60,90,5.04,1026.64,29.18636364,6655,45614,6.854094666
1036,bihar,whole year,ragi,50,40,20,5.4,1026.64,29.18636364,417,390,0.935251799
1037,bihar,whole year,sweetpotato,90,20,120,4.86,1026.64,29.18636364,563,7424,13.18650089
1038,bihar,whole year,turmeric,25,60,100,5.16,1026.64,29.18636364,368,400,1.086956522
1039,bihar,rabi,rice,80,40,40,5.58,87.2,23.106,108623,154298,1.420491056
1040,bihar,kharif,rice,80,40,40,5.34,840.46,33.58333333,19065,23419,1.228376606
1041,bihar,kharif,jute,80,40,40,5.62,840.46,33.58333333,26517,250438,9.444431874
1042,bihar,kharif,maize,80,40,20,5.66,840.46,33.58333333,6900,11375,1.648550725
1043,bihar,kharif,sesamum,30,15,30,6.32,840.46,33.58333333,46,21,0.456521739
1044,bihar,rabi,barley,70,40,45,5.32,87.2,23.106,55,57,1.036363636
1045,bihar,rabi,maize,80,40,20,5.38,87.2,23.106,8231,22635,2.749969627
1046,bihar,rabi,rapeseed,50,40,20,4.92,87.2,23.106,4476,2927,0.653932082
1047,bihar,rabi,sunflower,50,60,30,5.52,87.2,23.106,2165,1091,0.503926097
1048,bihar,rabi,wheat,60,30,30,6.7,87.2,23.106,57876,101786,1.758690995
1049,bihar,summer,maize,80,40,20,5.32,98.98,34.92333333,15110,37952,2.511714097
1050,bihar,summer,rice,80,40,40,5.36,98.98,34.92333333,18502,40311,2.178737434
1051,bihar,whole year,banana,100,75,50,6.34,1026.64,29.18636364,1683,37363,22.20023767
1052,bihar,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,81,40,0.49382716
1053,bihar,whole year,garlic,50,10,60,5.56,1026.64,29.18636364,135,180,1.333333333
1054,bihar,whole year,onion,120,60,65,5.92,1026.64,29.18636364,438,2497,5.700913242
1055,bihar,whole year,potato,180,60,90,4.88,1026.64,29.18636364,7916,55431,7.002400202
1056,bihar,whole year,ragi,50,40,20,5.42,1026.64,29.18636364,112,97,0.866071429
1057,bihar,whole year,sweetpotato,90,20,120,5.12,1026.64,29.18636364,204,2016,9.882352941
1058,bihar,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,162,324,2
1059,bihar,rabi,rice,80,40,40,5.58,87.2,23.106,92010,99948,1.086273231
1060,bihar,kharif,rice,80,40,40,5.64,840.46,33.58333333,1047,1637,1.563514804
1061,bihar,kharif,cotton,120,40,20,5.62,840.46,33.58333333,200,400,2
1062,bihar,kharif,jowar,80,40,40,5.36,840.46,33.58333333,19,16,0.842105263
1063,bihar,kharif,maize,80,40,20,5.52,840.46,33.58333333,294,141,0.479591837
1064,bihar,kharif,sesamum,30,15,30,6.68,840.46,33.58333333,315,189,0.6
1065,bihar,rabi,barley,70,40,45,5.52,87.2,23.106,2694,3230,1.198960653
1066,bihar,rabi,maize,80,40,20,5.34,87.2,23.106,6,9,1.5
1067,bihar,rabi,rapeseed,50,40,20,4.84,87.2,23.106,3275,2800,0.854961832
1068,bihar,rabi,sunflower,50,60,30,5.38,87.2,23.106,17,13,0.764705882
1069,bihar,rabi,wheat,60,30,30,6.11,87.2,23.106,110613,178489,1.613634925
1070,bihar,summer,maize,80,40,20,5.58,98.98,34.92333333,20,45,2.25
1071,bihar,summer,rice,80,40,40,5.32,98.98,34.92333333,483,896,1.855072464
1072,bihar,whole year,coriander,10,20,20,6.32,1026.64,29.18636364,47,24,0.510638298
1073,bihar,whole year,garlic,50,10,60,5.66,1026.64,29.18636364,39,52,1.333333333
1074,bihar,whole year,onion,120,60,65,6,1026.64,29.18636364,282,2228,7.90070922
1075,bihar,whole year,potato,180,60,90,4.82,1026.64,29.18636364,2163,19762,9.136384651
1076,bihar,whole year,ragi,50,40,20,5.44,1026.64,29.18636364,60,53,0.883333333
1077,bihar,whole year,sweetpotato,90,20,120,4.9,1026.64,29.18636364,76,1002,13.18421053
1078,bihar,rabi,rice,80,40,40,5.62,87.2,23.106,203149,360295,1.773550448
1079,bihar,kharif,rice,80,40,40,5.6,840.46,33.58333333,12672,12324,0.972537879
1080,bihar,kharif,jute,80,40,40,5.34,840.46,33.58333333,403,2684,6.660049628
1081,bihar,kharif,maize,80,40,20,5.62,840.46,33.58333333,5111,13931,2.725689689
1082,bihar,kharif,sesamum,30,15,30,6.46,840.46,33.58333333,8,5,0.625
1083,bihar,rabi,barley,70,40,45,5.52,87.2,23.106,146,151,1.034246575
1084,bihar,rabi,maize,80,40,20,5.54,87.2,23.106,9176,26500,2.887968614
1085,bihar,rabi,rapeseed,50,40,20,4.84,87.2,23.106,965,904,0.936787565
1086,bihar,rabi,sunflower,50,60,30,5.54,87.2,23.106,1829,1582,0.864953527
1087,bihar,rabi,wheat,60,30,30,6.8,87.2,23.106,44543,59456,1.334800081
1088,bihar,summer,maize,80,40,20,5.64,98.98,34.92333333,21207,38617,1.820955345
1089,bihar,summer,rice,80,40,40,5.64,98.98,34.92333333,6102,10280,1.684693543
1090,bihar,whole year,banana,100,75,50,6.56,1026.64,29.18636364,19,350,18.42105263
1091,bihar,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,114,56,0.49122807
1092,bihar,whole year,garlic,50,10,60,5.44,1026.64,29.18636364,77,103,1.337662338
1093,bihar,whole year,onion,120,60,65,5.96,1026.64,29.18636364,126,961,7.626984127
1094,bihar,whole year,potato,180,60,90,5.06,1026.64,29.18636364,1706,19301,11.31359906
1095,bihar,whole year,ragi,50,40,20,5.38,1026.64,29.18636364,2191,1965,0.896850753
1096,bihar,whole year,sweetpotato,90,20,120,4.86,1026.64,29.18636364,27,356,13.18518519
1097,bihar,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,52,58,1.115384615
1098,bihar,rabi,rice,80,40,40,5.54,87.2,23.106,71371,71488,1.001639321
1099,bihar,kharif,rice,80,40,40,5.48,840.46,33.58333333,30879,41438,1.341947602
1100,bihar,kharif,jute,80,40,40,5.32,840.46,33.58333333,65,585,9
1101,bihar,kharif,maize,80,40,20,5.44,840.46,33.58333333,18103,21621,1.194332431
1102,bihar,kharif,sesamum,30,15,30,6.34,840.46,33.58333333,344,317,0.921511628
1103,bihar,rabi,barley,70,40,45,5.62,87.2,23.106,162,167,1.030864198
1104,bihar,rabi,maize,80,40,20,5.56,87.2,23.106,23115,80741,3.493013195
1105,bihar,rabi,rapeseed,50,40,20,5,87.2,23.106,5637,5113,0.907042753
1106,bihar,rabi,sunflower,50,60,30,5.68,87.2,23.106,249,152,0.610441767
1107,bihar,rabi,wheat,60,30,30,6.9,87.2,23.106,49883,102673,2.058276367
1108,bihar,summer,maize,80,40,20,5.38,98.98,34.92333333,4842,9007,1.860181743
1109,bihar,summer,rice,80,40,40,5.32,98.98,34.92333333,1178,2021,1.715619694
1110,bihar,whole year,banana,100,75,50,6.5,1026.64,29.18636364,1273,993,0.780047133
1111,bihar,whole year,coriander,10,20,20,6.54,1026.64,29.18636364,118,43,0.36440678
1112,bihar,whole year,garlic,50,10,60,5.44,1026.64,29.18636364,320,427,1.334375
1113,bihar,whole year,onion,120,60,65,6.16,1026.64,29.18636364,172,1312,7.627906977
1114,bihar,whole year,potato,180,60,90,4.86,1026.64,29.18636364,7946,97001,12.2075258
1115,bihar,whole year,ragi,50,40,20,5.38,1026.64,29.18636364,878,1064,1.211845103
1116,bihar,whole year,sweetpotato,90,20,120,5.18,1026.64,29.18636364,548,6771,12.35583942
1117,bihar,whole year,turmeric,25,60,100,4.86,1026.64,29.18636364,1046,1033,0.987571702
1118,bihar,rabi,rice,80,40,40,5.62,87.2,23.106,55892,66154,1.183604094
1119,bihar,kharif,rice,80,40,40,5.36,840.46,33.58333333,20955,29940,1.428775948
1120,bihar,kharif,jute,80,40,40,5.52,840.46,33.58333333,153,1377,9
1121,bihar,kharif,maize,80,40,20,5.68,840.46,33.58333333,13564,12462,0.918755529
1122,bihar,rabi,barley,70,40,45,5.42,87.2,23.106,438,687,1.568493151
1123,bihar,rabi,maize,80,40,20,5.66,87.2,23.106,5260,9289,1.765969582
1124,bihar,rabi,rapeseed,50,40,20,4.82,87.2,23.106,2894,2648,0.914996545
1125,bihar,rabi,wheat,60,30,30,6.3,87.2,23.106,90921,200986,2.210556417
1126,bihar,summer,maize,80,40,20,5.64,98.98,34.92333333,3648,7380,2.023026316
1127,bihar,whole year,banana,100,75,50,6.52,1026.64,29.18636364,212,5135,24.22169811
1128,bihar,whole year,garlic,50,10,60,5.32,1026.64,29.18636364,10,6,0.6
1129,bihar,whole year,onion,120,60,65,6.06,1026.64,29.18636364,359,2158,6.011142061
1130,bihar,whole year,potato,180,60,90,4.9,1026.64,29.18636364,5521,33573,6.080963594
1131,bihar,whole year,ragi,50,40,20,5.54,1026.64,29.18636364,611,464,0.759410802
1132,bihar,whole year,sweetpotato,90,20,120,5.08,1026.64,29.18636364,20,264,13.2
1133,bihar,rabi,rice,80,40,40,5.4,87.2,23.106,69464,95925,1.38093113
1134,bihar,kharif,maize,80,40,20,5.4,840.46,33.58333333,887,450,0.507328072
1135,bihar,rabi,barley,70,40,45,5.5,87.2,23.106,12,4,0.333333333
1136,bihar,rabi,maize,80,40,20,5.52,87.2,23.106,65,246,3.784615385
1137,bihar,rabi,rapeseed,50,40,20,5.02,87.2,23.106,899,743,0.82647386
1138,bihar,rabi,sunflower,50,60,30,5.62,87.2,23.106,18,10,0.555555556
1139,bihar,rabi,wheat,60,30,30,6.4,87.2,23.106,19402,39713,2.04685084
1140,bihar,summer,maize,80,40,20,5.46,98.98,34.92333333,121,272,2.247933884
1141,bihar,summer,rice,80,40,40,5.36,98.98,34.92333333,12,24,2
1142,bihar,whole year,onion,120,60,65,6.14,1026.64,29.18636364,267,2379,8.91011236
1143,bihar,whole year,potato,180,60,90,5.06,1026.64,29.18636364,403,4374,10.85359801
1144,bihar,rabi,rice,80,40,40,5.38,87.2,23.106,30284,44202,1.459582618
1145,bihar,kharif,rice,80,40,40,5.42,840.46,33.58333333,5376,8612,1.601934524
1146,bihar,kharif,maize,80,40,20,5.48,840.46,33.58333333,23,44,1.913043478
1147,bihar,rabi,barley,70,40,45,5.36,87.2,23.106,38,56,1.473684211
1148,bihar,rabi,maize,80,40,20,5.32,87.2,23.106,1197,3147,2.629072682
1149,bihar,rabi,rapeseed,50,40,20,4.9,87.2,23.106,371,320,0.862533693
1150,bihar,rabi,sunflower,50,60,30,5.42,87.2,23.106,21,27,1.285714286
1151,bihar,rabi,wheat,60,30,30,6.4,87.2,23.106,11844,21103,1.781746032
1152,bihar,summer,maize,80,40,20,5.36,98.98,34.92333333,799,1521,1.903629537
1153,bihar,summer,rice,80,40,40,5.52,98.98,34.92333333,56,91,1.625
1154,bihar,whole year,banana,100,75,50,6.38,1026.64,29.18636364,100,2539,25.39
1155,bihar,whole year,coriander,10,20,20,6.36,1026.64,29.18636364,28,12,0.428571429
1156,bihar,whole year,garlic,50,10,60,5.6,1026.64,29.18636364,24,37,1.541666667
1157,bihar,whole year,onion,120,60,65,5.94,1026.64,29.18636364,110,647,5.881818182
1158,bihar,whole year,potato,180,60,90,4.94,1026.64,29.18636364,452,3413,7.550884956
1159,bihar,whole year,ragi,50,40,20,5.42,1026.64,29.18636364,106,99,0.933962264
1160,bihar,whole year,sweetpotato,90,20,120,5.02,1026.64,29.18636364,119,1569,13.18487395
1161,bihar,whole year,turmeric,25,60,100,4.88,1026.64,29.18636364,1,1,1
1162,bihar,rabi,rice,80,40,40,5.64,87.2,23.106,19439,28654,1.474047019
1163,bihar,kharif,rice,80,40,40,5.62,840.46,33.58333333,22925,28028,1.22259542
1164,bihar,kharif,jowar,80,40,40,5.4,840.46,33.58333333,8,7,0.875
1165,bihar,kharif,maize,80,40,20,5.6,840.46,33.58333333,514,910,1.770428016
1166,bihar,kharif,sesamum,30,15,30,6.34,840.46,33.58333333,113,68,0.601769912
1167,bihar,rabi,barley,70,40,45,5.54,87.2,23.106,253,371,1.466403162
1168,bihar,rabi,maize,80,40,20,5.46,87.2,23.106,1473,3308,2.245756959
1169,bihar,rabi,rapeseed,50,40,20,5.12,87.2,23.106,1100,378,0.343636364
1170,bihar,rabi,sunflower,50,60,30,5.34,87.2,23.106,118,154,1.305084746
1171,bihar,rabi,wheat,60,30,30,6.12,87.2,23.106,51968,96812,1.86291564
1172,bihar,summer,maize,80,40,20,5.5,98.98,34.92333333,2796,5307,1.89806867
1173,bihar,summer,rice,80,40,40,5.44,98.98,34.92333333,1867,2723,1.458489555
1174,bihar,whole year,banana,100,75,50,6.38,1026.64,29.18636364,389,8671,22.29048843
1175,bihar,whole year,coriander,10,20,20,6.64,1026.64,29.18636364,66,28,0.424242424
1176,bihar,whole year,garlic,50,10,60,5.44,1026.64,29.18636364,16,24,1.5
1177,bihar,whole year,onion,120,60,65,5.84,1026.64,29.18636364,875,3553,4.060571429
1178,bihar,whole year,potato,180,60,90,4.82,1026.64,29.18636364,6129,47822,7.802577908
1179,bihar,whole year,ragi,50,40,20,5.66,1026.64,29.18636364,2761,2576,0.932995292
1180,bihar,whole year,sweetpotato,90,20,120,5.02,1026.64,29.18636364,644,8492,13.1863354
1181,bihar,whole year,turmeric,25,60,100,4.9,1026.64,29.18636364,8,9,1.125
1182,bihar,rabi,rice,80,40,40,5.54,87.2,23.106,87408,103968,1.189456343
1183,bihar,kharif,rice,80,40,40,5.58,840.46,33.58333333,35529,37976,1.068873315
1184,bihar,kharif,maize,80,40,20,5.62,840.46,33.58333333,15505,41920,2.703643986
1185,bihar,kharif,sesamum,30,15,30,6.68,840.46,33.58333333,357,214,0.599439776
1186,bihar,rabi,barley,70,40,45,5.42,87.2,23.106,1115,1748,1.567713004
1187,bihar,rabi,maize,80,40,20,5.62,87.2,23.106,5504,14008,2.54505814
1188,bihar,rabi,rapeseed,50,40,20,4.88,87.2,23.106,3250,3195,0.983076923
1189,bihar,rabi,sunflower,50,60,30,5.68,87.2,23.106,21,16,0.761904762
1190,bihar,rabi,wheat,60,30,30,6.9,87.2,23.106,99181,233012,2.349361269
1191,bihar,summer,maize,80,40,20,5.38,98.98,34.92333333,1907,3858,2.023072889
1192,bihar,whole year,banana,100,75,50,6.68,1026.64,29.18636364,90,2180,24.22222222
1193,bihar,whole year,coriander,10,20,20,6.6,1026.64,29.18636364,185,91,0.491891892
1194,bihar,whole year,garlic,50,10,60,5.66,1026.64,29.18636364,173,107,0.61849711
1195,bihar,whole year,onion,120,60,65,6.02,1026.64,29.18636364,713,6724,9.430575035
1196,bihar,whole year,potato,180,60,90,5.08,1026.64,29.18636364,4826,46561,9.647948612
1197,bihar,whole year,ragi,50,40,20,5.42,1026.64,29.18636364,2750,2503,0.910181818
1198,bihar,whole year,sweetpotato,90,20,120,5.14,1026.64,29.18636364,322,4246,13.1863354
1199,bihar,whole year,turmeric,25,60,100,4.88,1026.64,29.18636364,51,63,1.235294118
1200,bihar,rabi,rice,80,40,40,5.62,87.2,23.106,64337,98014,1.52344685
1201,bihar,kharif,rice,80,40,40,5.32,840.46,33.58333333,16354,20397,1.247217806
1202,bihar,kharif,jute,80,40,40,5.64,840.46,33.58333333,12930,88427,6.838901779
1203,bihar,kharif,maize,80,40,20,5.64,840.46,33.58333333,2030,5319,2.620197044
1204,bihar,kharif,sesamum,30,15,30,6.64,840.46,33.58333333,133,80,0.601503759
1205,bihar,rabi,barley,70,40,45,5.32,87.2,23.106,31,32,1.032258065
1206,bihar,rabi,maize,80,40,20,5.46,87.2,23.106,710,2050,2.887323944
1207,bihar,rabi,rapeseed,50,40,20,5.04,87.2,23.106,1398,923,0.660228898
1208,bihar,rabi,sunflower,50,60,30,5.6,87.2,23.106,3043,2632,0.864935919
1209,bihar,rabi,wheat,60,30,30,6.5,87.2,23.106,54730,93671,1.711511054
1210,bihar,summer,maize,80,40,20,5.48,98.98,34.92333333,5412,8724,1.611973392
1211,bihar,summer,rice,80,40,40,5.64,98.98,34.92333333,8657,13823,1.596742521
1212,bihar,whole year,banana,100,75,50,6.32,1026.64,29.18636364,522,9610,18.40996169
1213,bihar,whole year,coriander,10,20,20,6.42,1026.64,29.18636364,77,38,0.493506494
1214,bihar,whole year,garlic,50,10,60,5.54,1026.64,29.18636364,19,25,1.315789474
1215,bihar,whole year,onion,120,60,65,6.08,1026.64,29.18636364,394,3006,7.629441624
1216,bihar,whole year,potato,180,60,90,5,1026.64,29.18636364,4858,54504,11.21943186
1217,bihar,whole year,ragi,50,40,20,5.58,1026.64,29.18636364,4817,4962,1.030101723
1218,bihar,whole year,sweetpotato,90,20,120,5.06,1026.64,29.18636364,571,7530,13.18739054
1219,bihar,rabi,rice,80,40,40,5.4,87.2,23.106,86723,93863,1.0823311
1220,bihar,kharif,rice,80,40,40,5.36,840.46,33.58333333,8561,7602,0.887980376
1221,bihar,kharif,jute,80,40,40,5.68,840.46,33.58333333,19,171,9
1222,bihar,kharif,maize,80,40,20,5.58,840.46,33.58333333,16283,29418,1.806669533
1223,bihar,kharif,sesamum,30,15,30,6.44,840.46,33.58333333,25,15,0.6
1224,bihar,rabi,barley,70,40,45,5.38,87.2,23.106,788,1155,1.465736041
1225,bihar,rabi,maize,80,40,20,5.64,87.2,23.106,5875,9970,1.697021277
1226,bihar,rabi,rapeseed,50,40,20,5.14,87.2,23.106,2517,1040,0.413190306
1227,bihar,rabi,sunflower,50,60,30,5.46,87.2,23.106,8,10,1.25
1228,bihar,rabi,wheat,60,30,30,6.4,87.2,23.106,43425,72122,1.66084053
1229,bihar,summer,maize,80,40,20,5.64,98.98,34.92333333,10366,21151,2.040420606
1230,bihar,summer,rice,80,40,40,5.42,98.98,34.92333333,118,192,1.627118644
1231,bihar,whole year,banana,100,75,50,6.58,1026.64,29.18636364,2728,69591,25.50989736
1232,bihar,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,236,99,0.419491525
1233,bihar,whole year,garlic,50,10,60,5.46,1026.64,29.18636364,53,81,1.528301887
1234,bihar,whole year,onion,120,60,65,6,1026.64,29.18636364,839,5286,6.300357569
1235,bihar,whole year,potato,180,60,90,4.82,1026.64,29.18636364,7361,49081,6.667708192
1236,bihar,whole year,ragi,50,40,20,5.46,1026.64,29.18636364,427,399,0.93442623
1237,bihar,whole year,sweetpotato,90,20,120,4.92,1026.64,29.18636364,789,10405,13.18757921
1238,bihar,rabi,rice,80,40,40,5.36,87.2,23.106,48676,44775,0.919857835
1239,goa,whole year,ragi,50,40,20,5.48,3041.4,28.65727273,1675,1572,0.938507463
1240,goa,kharif,rice,80,40,40,5.4,2879.86,27.31666667,15169,40864,2.693915222
1241,goa,rabi,rice,80,40,40,5.38,141.46,28.474,6417,19052,2.968988624
1242,goa,whole year,ragi,50,40,20,5.68,3041.4,28.65727273,1125,904,0.803555556
1243,gujarat,kharif,jowar,80,40,40,5.66,790.98,30.61666667,42500,33500,0.788235294
1244,gujarat,kharif,moong,20,40,20,5.44,790.98,30.61666667,2300,1200,0.52173913
1245,gujarat,rabi,jowar,80,40,40,5.34,15.34,27.276,2000,1700,0.85
1246,gujarat,rabi,rapeseed,50,40,20,5.06,15.34,27.276,9000,9400,1.044444444
1247,gujarat,rabi,wheat,60,30,30,6.4,15.34,27.276,96000,121400,1.264583333
